Galway City and County,Disposable Income per Person (excluding Rent) (Euro),18533,19109,20357,19512,18200,16467,17234,16273,16319,17158
Galway City and County,Index of Disposable Income per Person (excluding Rent) (State=100),97.2,96.6,98.4,99.5,100.5,94.6,96.6,94,92.9,92.9
Limerick City and County,"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution) (Euro Million)",2957,3183,3177,2889,2864,3385,3325,3247,3357,3499
Limerick City and County,Income of Self Employed (Euro Million),530,555,495,395,423,412,373,379,396,401
Limerick City and County,Rent of dwellings (including imputed rent of owner-occupied dwellings) (Euro Million),124,205,303,204,246,253,272,275,293,323
Limerick City and County,Net Interest and Dividends (payments by households of interest are deducted from interest received by households) (Euro Million),103,44,2,59,53,24,153,143,139,176
Limerick City and County,Primary Income (Euro Million),3715,3986,3977,3546,3586,4073,4124,4044,4185,4399
Limerick City and County,Social Benefits and Other Current Transfers (Euro Million),896,984,1130,1217,1240,1233,1247,1192,1166,1151
Limerick City and County,Total Household Income (Euro Million),4633,4960,5157,4867,4847,5326,5399,5177,5281,5544
Limerick City and County,Total Income per Person (Euro),25045,26133,26645,24958,24806,27851,28166,26960,27406,28610
Limerick City and County,Index of Total Income per Person (State=100),96,95.4,93.9,94.8,99.9,113.2,111.4,108.2,107.9,107.2
Limerick City and County,Current Taxes on Income (Euro Million),1002,1050,965,929,970,1169,1183,1172,1209,1245
Limerick City and County,Disposable Household Income (Euro Million),3631,3910,4192,3938,3877,4157,4217,4004,4072,4299
Limerick City and County,Disposable Income per Person (Euro),19627,20599,21660,20194,19842,21738,21997,20855,21130,22187
Limerick City and County,Index of Disposable Income per Person (State=100),98,97.8,96.2,97,101.5,115.1,113.2,110.4,109.7,109.1
Limerick City and County,Disposable Income per Person (excluding Rent) (Euro),18858,19519,20093,19151,18585,20417,20578,19419,19603,20521
Limerick City and County,Index of Disposable Income per Person (excluding Rent) (State=100),98.9,98.7,97.1,97.6,102.6,117.3,115.3,112.2,111.6,111.1
Waterford City and County,"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution) (Euro Million)",1671,1865,1860,1645,1549,1463,1460,1514,1627,1709
Waterford City and County,Income of Self Employed (Euro Million),345,389,350,275,260,248,230,233,263,281
Waterford City and County,Rent of dwellings (including imputed rent of owner-occupied dwellings) (Euro Million),67,112,167,113,137,137,152,153,164,180
Waterford City and County,Net Interest and Dividends (payments by households of interest are deducted from interest received by households) (Euro Million),60,26,1,34,29,11,71,70,70,90
Waterford City and County,Primary Income (Euro Million),2142,2392,2378,2067,1975,1858,1913,1971,2124,2261
Waterford City and County,Social Benefits and Other Current Transfers (Euro Million),527,587,689,737,738,721,740,717,710,695
Waterford City and County,Total Household Income (Euro Million),2682,2973,3096,2864,2725,2588,2666,2659,2797,2953
Waterford City and County,Total Income per Person (Euro),24270,26048,26432,24143,22845,22807,23442,23343,24469,25686
Waterford City and County,Index of Total Income per Person (State=100),93,95,93.2,91.7,92,92.7,92.8,93.7,96.4,96.2
Waterford City and County,Current Taxes on Income (Euro Million),559,609,561,523,513,532,539,570,609,641
Waterford City and County,Disposable Household Income (Euro Million),2123,2364,2535,2341,2212,2056,2127,2089,2188,2312
Waterford City and County,Disposable Income per Person (Euro),19212,20713,21643,19735,18545,18118,18704,18338,19140,20113
Waterford City and County,Index of Disposable Income per Person (State=100),96,98.4,96.1,94.8,94.8,95.9,96.3,97,99.4,98.9
Waterford City and County,Disposable Income per Person (excluding Rent) (Euro),18511,19729,20221,18789,17398,16910,17370,16993,17707,18543
Waterford City and County,Index of Disposable Income per Person (excluding Rent) (State=100),97.1,99.7,97.7,95.8,96.1,97.2,97.3,98.2,100.8,100.4
"Border, Midland and Western","Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution) (Euro Million)",16112,17521,18125,16661,15696,15407,15125,15349,15661,16352
"Border, Midland and Western",Income of Self Employed (Euro Million),3380,3489,3185,2645,2448,2282,2243,2124,2245,2338
"Border, Midland and Western",Rent of dwellings (including imputed rent of owner-occupied dwellings) (Euro Million),706,1193,1786,1199,1440,1435,1579,1599,1710,1885
"Border, Midland and Western",Net Interest and Dividends (payments by households of interest are deducted from interest received by households) (Euro Million),579,247,14,346,294,111,732,700,672,856
"Border, Midland and Western",Primary Income (Euro Million),20777,22450,23109,20851,19878,19235,19680,19772,20288,21432
"Border, Midland and Western",Social Benefits and Other Current Transfers (Euro Million),5196,5773,6705,7202,7276,7207,7353,7148,7029,6927
"Border, Midland and Western",Total Household Income (Euro Million),26099,28165,30102,28667,27271,26534,27170,26628,26977,28332
"Border, Midland and Western",Total Income per Person (Euro),23057,24112,25094,23515,22173,21415,21878,21406,21608,22568
"Border, Midland and Western",Index of Total Income per Person (State=100),88.4,88,88.5,89.3,89.3,87.1,86.6,85.9,85.1,84.5
"Border, Midland and Western",Current Taxes on Income (Euro Million),5248,5598,5255,5118,4910,5202,5259,5483,5645,5887
"Border, Midland and Western",Disposable Household Income (Euro Million),20851,22567,24847,23548,22362,21332,21912,21145,21332,22446
"Border, Midland and Western",Disposable Income per Person (Euro),18421,19319,20713,19317,18181,17217,17644,16998,17087,17879
"Border, Midland and Western",Index of Disposable Income per Person (State=100),92,91.8,92,92.8,93,91.1,90.8,89.9,88.7,87.9
"Border, Midland and Western",Disposable Income per Person (excluding Rent) (Euro),17706,18298,19225,18335,17011,16059,16372,15712,15717,16377
"Border, Midland and Western",Index of Disposable Income per Person (excluding Rent) (State=100),92.9,92.5,92.9,93.5,93.9,92.3,91.7,90.8,89.5,88.7
